REPORT_DATE;LOAD_TYPE;LOAD_WEIGHT;DROPOFF_SITE;ROUTE_TYPE;ROUTE_NUMBER;LOAD_ID
2019-12-18;RECYCLING - SINGLE STREAM;15800;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS33;853808
2019-12-18;DEAD ANIMAL;20;TDS LANDFILL;DEAD ANIMAL;DA01;853780
2019-12-18;GARBAGE COLLECTIONS;23380;TDS LANDFILL;GARBAGE COLLECTION;PW20;853637
2019-12-18;SWEEPING;6660;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853791
2019-12-18;RECYCLING - SINGLE STREAM;14630;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS35;853816
2019-12-18;GARBAGE COLLECTIONS;25740;TDS LANDFILL;GARBAGE COLLECTION;PAW63;853652
2019-12-18;RECYCLING - SINGLE STREAM;10840;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU21;853771
2019-12-18;RECYCLING - SINGLE STREAM;10020;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU22;853773
2019-12-18;GARBAGE COLLECTIONS;20140;TDS LANDFILL;GARBAGE COLLECTION;PAW01;853665
2019-12-18;GARBAGE COLLECTIONS;24620;TDS LANDFILL;GARBAGE COLLECTION;PAW54;853722
2019-12-18;YARD TRIMMING;7400;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW1;853628
2019-12-18;GARBAGE COLLECTIONS;24460;TDS LANDFILL;GARBAGE COLLECTION;PAW70;853609
2019-12-18;SWEEPING;7380;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853788
2019-12-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-3;853830
2019-12-18;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-2;853797
2019-12-18;ORGANICS;10720;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBW99;853825
2019-12-18;GARBAGE COLLECTIONS;24660;TDS LANDFILL;GARBAGE COLLECTION;PAW73;853621
2019-12-18;RECYCLING - SINGLE STREAM;10260;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU25;853779
2019-12-18;RECYCLING - SINGLE STREAM;6380;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DW3;853697
2019-12-18;YARD TRIMMING;6060;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW4;853638
2019-12-18;BULK;12200;TDS LANDFILL;BULK;BU08;853737
2019-12-18;SWEEPING;7380;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853785
2019-12-18;RECYCLING - SINGLE STREAM;5780;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;DW1;853695
2019-12-18;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S8-18;853821
2019-12-18;YARD TRIMMING;12300;HORNSBY BEND;YARD TRIMMINGS;YW06;853629
2019-12-18;ORGANICS;4640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW12;853905
2019-12-18;GARBAGE COLLECTIONS;19440;TDS LANDFILL;GARBAGE COLLECTION;PAW80;853868
2019-12-18;ORGANICS;8840;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW12;853904
2019-12-18;GARBAGE COLLECTIONS;13480;TDS LANDFILL;GARBAGE COLLECTION;PAW80;853867
2019-12-18;GARBAGE COLLECTIONS;6960;TDS LANDFILL;GARBAGE COLLECTION;PAW85;853875
2019-12-18;GARBAGE COLLECTIONS;15180;TDS LANDFILL;GARBAGE COLLECTION;PAW82;853872
2019-12-18;GARBAGE COLLECTIONS;14200;TDS LANDFILL;GARBAGE COLLECTION;PAW82;853871
2019-12-18;GARBAGE COLLECTIONS;16820;TDS LANDFILL;GARBAGE COLLECTION;PAW85;853876
2019-12-18;GARBAGE COLLECTIONS;15640;TDS LANDFILL;GARBAGE COLLECTION;PAW81;853869
2019-12-18;GARBAGE COLLECTIONS;18220;TDS LANDFILL;GARBAGE COLLECTION;PAW81;853870
2019-12-18;GARBAGE COLLECTIONS;9380;TDS LANDFILL;GARBAGE COLLECTION;PAW83;853874
2019-12-18;GARBAGE COLLECTIONS;3800;TDS LANDFILL;GARBAGE COLLECTION;PAW87;853877
2019-12-18;GARBAGE COLLECTIONS;14220;TDS LANDFILL;GARBAGE COLLECTION;PAW83;853873
2019-12-18;GARBAGE COLLECTIONS;24420;TDS LANDFILL;GARBAGE COLLECTION;PW10;854104
2019-12-18;RECYCLING - SINGLE STREAM;11260;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS43;854023
2019-12-18;RECYCLING - SINGLE STREAM;9960;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS40;854014
2019-12-18;RECYCLING - SINGLE STREAM;12920;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS41;854022
2019-12-18;RECYCLING - SINGLE STREAM;13397;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS43;854025
2019-12-18;GARBAGE COLLECTIONS;26960;TDS LANDFILL;GARBAGE COLLECTION;PW11;854107
2019-12-18;GARBAGE COLLECTIONS;23160;TDS LANDFILL;GARBAGE COLLECTION;PW12;854108
2019-12-18;RECYCLING - SINGLE STREAM;14600;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS41;854021
2019-12-18;RECYCLING - SINGLE STREAM;11590;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBS40;854016
2019-12-18;GARBAGE COLLECTIONS;9480;TDS LANDFILL;GARBAGE COLLECTION;PW14;854109
2019-12-18;RECYCLING - SINGLE STREAM;10120;BALCONES RECYCLING;RECYCLING - SINGLE STREAM;RWBU52;853590
2019-12-18;GARBAGE COLLECTIONS;7300;TDS LANDFILL;GARBAGE COLLECTION;PW24;855428
2019-12-18;GARBAGE COLLECTIONS;16660;TDS LANDFILL;GARBAGE COLLECTION;PAW02;855530
2019-12-18;GARBAGE COLLECTIONS;6800;TDS LANDFILL;GARBAGE COLLECTION;PW22;855617
2019-12-18;GARBAGE COLLECTIONS;6180;TDS LANDFILL;GARBAGE COLLECTION;PW41;855670
2019-12-18;ORGANICS;9090;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OW10;853599
2019-12-17;BULK;2940;TDS LANDFILL;BULK;BU08;853544
2019-12-17;ORGANICS;12120;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT10;853490
2019-12-17;ORGANICS;13820;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT25;853489
2019-12-17;GARBAGE COLLECTIONS;16940;TDS LANDFILL;GARBAGE COLLECTION;PT40;853449
2019-12-17;ORGANICS;10180;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT11;853491
2019-12-17;GARBAGE COLLECTIONS;20960;TDS LANDFILL;GARBAGE COLLECTION;PAT61;853497
2019-12-17;ORGANICS;7340;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT22;853483
2019-12-17;YARD TRIMMING;12740;HORNSBY BEND;YARD TRIMMINGS;YT03;853476
2019-12-17;BRUSH;3500;HORNSBY BEND;BRUSH;BR14;853469
2019-12-17;YARD TRIMMING;9240;HORNSBY BEND;YARD TRIMMINGS;YT01;853477
2019-12-17;ORGANICS;10520;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT22;853485
2019-12-17;ORGANICS;4640;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT23;853487
2019-12-17;ORGANICS;15420;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT20;853481
2019-12-17;BRUSH;8540;HORNSBY BEND;BRUSH;BR14;853474
2019-12-17;GARBAGE COLLECTIONS;15900;TDS LANDFILL;GARBAGE COLLECTION;PAT60;853494
2019-12-17;GARBAGE COLLECTIONS;13060;TDS LANDFILL;GARBAGE COLLECTION;PT41;853451
2019-12-17;ORGANICS;60;TDS LANDFILL;DEAD ANIMAL;DA02;853479
2019-12-17;GARBAGE COLLECTIONS;6240;TDS LANDFILL;GARBAGE COLLECTION;PT42;853453
2019-12-17;YARD TRIMMING;2300;HORNSBY BEND;YARD TRIMMINGS;YT01;853478
2019-12-17;ORGANICS;18060;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT21;853482
2019-12-17;DEAD ANIMAL;160;TDS LANDFILL;DEAD ANIMAL;DA01;853480
2019-12-17;ORGANICS;10920;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT13;853495
2019-12-17;BRUSH;7220;HORNSBY BEND;BRUSH;BR14;853470
2019-12-17;BRUSH;6100;HORNSBY BEND;BRUSH;BR14;853473
2019-12-17;BRUSH;2380;HORNSBY BEND;BRUSH;BR14;853471
2019-12-17;ORGANICS;13080;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT14;853498
2019-12-17;GARBAGE COLLECTIONS;17920;TDS LANDFILL;GARBAGE COLLECTION;PAT70;853493
2019-12-17;ORGANICS;13420;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT23;853486
2019-12-17;GARBAGE COLLECTIONS;15060;TDS LANDFILL;GARBAGE COLLECTION;PT42;853452
2019-12-17;ORGANICS;9160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT12;853492
2019-12-17;BRUSH;3440;HORNSBY BEND;BRUSH;BR14;853475
2019-12-17;BRUSH;7380;HORNSBY BEND;BRUSH;BR14;853472
2019-12-17;ORGANICS;15180;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT24;853488
2019-12-17;GARBAGE COLLECTIONS;18420;TDS LANDFILL;GARBAGE COLLECTION;PAT71;853496
2019-12-17;RECYCLING - SINGLE STREAM;12700;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU51;853579
2019-12-17;GARBAGE COLLECTIONS;19160;TDS LANDFILL;GARBAGE COLLECTION;PAT03;853554
2019-12-17;GARBAGE COLLECTIONS;11340;TDS LANDFILL;GARBAGE COLLECTION;PAT63;853503
2019-12-17;GARBAGE COLLECTIONS;5420;TDS LANDFILL;GARBAGE COLLECTION;PAT09;853557
2019-12-17;GARBAGE COLLECTIONS;11440;TDS LANDFILL;GARBAGE COLLECTION;PAT54;853549
2019-12-17;YARD TRIMMING;17020;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT7;853550
2019-12-17;GARBAGE COLLECTIONS;22940;TDS LANDFILL;GARBAGE COLLECTION;PAT72;853499
2019-12-17;RECYCLING - SINGLE STREAM;12820;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU11;853527
2019-12-17;RECYCLING - SINGLE STREAM;12120;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU10;853526
2019-12-17;GARBAGE COLLECTIONS;16960;TDS LANDFILL;GARBAGE COLLECTION;PAT67;853510
2019-12-17;YARD TRIMMING;6100;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT8;853559
2019-12-17;GARBAGE COLLECTIONS;20060;TDS LANDFILL;GARBAGE COLLECTION;PAT81;853515
2019-12-17;BULK;5760;TDS LANDFILL;BULK;BU08;853546
2019-12-17;GARBAGE COLLECTIONS;21800;TDS LANDFILL;GARBAGE COLLECTION;PAT51;853538
2019-12-17;BULK;10840;TDS LANDFILL;BULK;BU08;853535
2019-12-17;GARBAGE COLLECTIONS;16080;TDS LANDFILL;GARBAGE COLLECTION;PAT84;853522
2019-12-17;RECYCLING - SINGLE STREAM;7720;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU50;853578
2019-12-17;GARBAGE COLLECTIONS;24660;TDS LANDFILL;GARBAGE COLLECTION;PAT04;853555
2019-12-17;BULK;3820;TDS LANDFILL;BULK;BU08;853542
2019-12-17;BULK;14260;TDS LANDFILL;BULK;BU08;853540
2019-12-17;GARBAGE COLLECTIONS;23740;TDS LANDFILL;GARBAGE COLLECTION;PAT02;853553
2019-12-17;GARBAGE COLLECTIONS;5880;TDS LANDFILL;GARBAGE COLLECTION;PAT64;853507
2019-12-17;YARD TRIMMING;4980;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;853560
2019-12-17;YARD TRIMMING;12720;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT3;853520
2019-12-17;GARBAGE COLLECTIONS;22280;TDS LANDFILL;GARBAGE COLLECTION;PAT82;853517
2019-12-17;GARBAGE COLLECTIONS;18600;TDS LANDFILL;GARBAGE COLLECTION;PAT73;853502
2019-12-17;RECYCLING - SINGLE STREAM;6060;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU52;853582
2019-12-17;GARBAGE COLLECTIONS;5960;TDS LANDFILL;GARBAGE COLLECTION;PAT80;853513
2019-12-17;GARBAGE COLLECTIONS;8680;TDS LANDFILL;GARBAGE COLLECTION;PAT79;853506
2019-12-17;GARBAGE COLLECTIONS;24940;TDS LANDFILL;GARBAGE COLLECTION;PAT88;853524
2019-12-17;RECYCLING - SINGLE STREAM;9220;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU51;853580
2019-12-17;YARD TRIMMING;13400;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT6;853545
2019-12-17;BULK;11060;TDS LANDFILL;BULK;BU08;853533
2019-12-17;BULK;14260;TDS LANDFILL;BULK;BU08;853539
2019-12-17;ORGANICS;9940;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT16;853504
2019-12-17;RECYCLING - SINGLE STREAM;9580;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU52;853583
2019-12-17;GARBAGE COLLECTIONS;22500;TDS LANDFILL;GARBAGE COLLECTION;PAT01;853552
2019-12-17;RECYCLING - SINGLE STREAM;9600;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU53;853585
2019-12-17;YARD TRIMMING;2780;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT2;853518
2019-12-17;ORGANICS;9000;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT15;853500
2019-12-17;RECYCLING - SINGLE STREAM;8360;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU53;853586
2019-12-17;GARBAGE COLLECTIONS;24120;TDS LANDFILL;GARBAGE COLLECTION;PAT62;853501
2019-12-17;RECYCLING - SINGLE STREAM;9940;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU10;853525
2019-12-17;GARBAGE COLLECTIONS;21540;TDS LANDFILL;GARBAGE COLLECTION;PAT53;853543
2019-12-17;RECYCLING - SINGLE STREAM;9160;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU13;853532
2019-12-17;RECYCLING - SINGLE STREAM;7940;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU52;853584
2019-12-17;GARBAGE COLLECTIONS;20280;TDS LANDFILL;GARBAGE COLLECTION;PAT74;853505
2019-12-17;GARBAGE COLLECTIONS;6540;TDS LANDFILL;GARBAGE COLLECTION;PAT87;853523
2019-12-17;BULK;12840;TDS LANDFILL;BULK;BU08;853536
2019-12-17;ORGANICS;3160;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT18;853514
2019-12-17;RECYCLING - SINGLE STREAM;5800;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU11;853528
2019-12-17;BULK;11060;TDS LANDFILL;BULK;BU08;853534
2019-12-17;BULK;5060;TDS LANDFILL;BULK;BU08;853548
2019-12-17;RECYCLING - SINGLE STREAM;8860;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU52;853581
2019-12-17;RECYCLING - SINGLE STREAM;12000;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU50;853577
2019-12-17;GARBAGE COLLECTIONS;22200;TDS LANDFILL;GARBAGE COLLECTION;PAT50;853537
2019-12-17;GARBAGE COLLECTIONS;20200;TDS LANDFILL;GARBAGE COLLECTION;PAT52;853541
2019-12-17;YARD TRIMMING;11400;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT8;853558
2019-12-17;BULK;3200;TDS LANDFILL;BULK;BU08;853547
2019-12-17;YARD TRIMMING;13000;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT5;853521
2019-12-17;RECYCLING - SINGLE STREAM;6720;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU12;853530
2019-12-17;RECYCLING - SINGLE STREAM;12460;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU12;853529
2019-12-17;GARBAGE COLLECTIONS;17940;TDS LANDFILL;GARBAGE COLLECTION;PAT67;853511
2019-12-17;YARD TRIMMING;14500;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT4;853572
2019-12-17;YARD TRIMMING;18060;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT1;853516
2019-12-17;RECYCLING - SINGLE STREAM;9820;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU13;853531
2019-12-17;GARBAGE COLLECTIONS;17780;TDS LANDFILL;GARBAGE COLLECTION;PAT83;853519
2019-12-17;GARBAGE COLLECTIONS;13660;TDS LANDFILL;GARBAGE COLLECTION;PAT10;853556
2019-12-17;GARBAGE COLLECTIONS;8600;TDS LANDFILL;GARBAGE COLLECTION;PAT69;853508
2019-12-17;GARBAGE COLLECTIONS;5400;TDS LANDFILL;GARBAGE COLLECTION;PAT59;853551
2019-12-17;ORGANICS;9220;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OT17;853509
2019-12-17;YARD TRIMMING;7960;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;0BM00;853561
2019-12-17;YARD TRIMMING;12000;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;853562
2019-12-17;RECYCLING - SINGLE STREAM;11640;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS33;853726
2019-12-17;RECYCLING - SINGLE STREAM;9940;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU23;853683
2019-12-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S9-8;853758
2019-12-17;SWEEPING;;BURGER CENTER;STREET CLEANING-RESIDENTIAL;S8-17;853765
2019-12-17;RECYCLING - SINGLE STREAM;7200;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU23;853685
2019-12-17;GARBAGE COLLECTIONS;11280;TDS LANDFILL;GARBAGE COLLECTION;PT20;853618
2019-12-17;SWEEPING;7380;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853753
2019-12-17;RECYCLING - SINGLE STREAM;5180;TDS - MRF;RECYCLING - SINGLE STREAM;DT3;853680
2019-12-17;GARBAGE COLLECTIONS;14660;TDS LANDFILL;GARBAGE COLLECTION;PT30;853644
2019-12-17;GARBAGE COLLECTIONS;14180;TDS LANDFILL;GARBAGE COLLECTION;PT30;853639
2019-12-17;RECYCLING - SINGLE STREAM;11640;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU20;853669
2019-12-17;BULK;4660;TDS LANDFILL;ON CALL BULK;OCPBU23;853704
2019-12-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S8-18;853761
2019-12-17;RECYCLING - SINGLE STREAM;14520;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS43;853710
2019-12-17;RECYCLING - SINGLE STREAM;5840;TDS - MRF;RECYCLING DEAD END;DT5;853687
2019-12-17;RECYCLING - SINGLE STREAM;14780;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS43;853711
2019-12-17;RECYCLING - SINGLE STREAM;12480;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU22;853676
2019-12-17;GARBAGE COLLECTIONS;10400;TDS LANDFILL;GARBAGE COLLECTION;PT31;853642
2019-12-17;SWEEPING;8460;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853751
2019-12-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-18;853762
2019-12-17;RECYCLING - SINGLE STREAM;13120;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS41;853708
2019-12-17;SWEEPING;6520;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853746
2019-12-17;SWEEPING;3920;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853755
2019-12-17;SWEEPING;8200;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853750
2019-12-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-17;853767
2019-12-17;RECYCLING - SINGLE STREAM;5540;TDS - MRF;RECYCLING - SINGLE STREAM;DT1;853675
2019-12-17;SWEEPING;8200;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853754
2019-12-17;RECYCLING - SINGLE STREAM;8440;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS40;853701
2019-12-17;RECYCLED METAL;360;MRF;ON CALL BULK;OCPBU23;853715
2019-12-17;RECYCLING - SINGLE STREAM;13380;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS34;853733
2019-12-17;YARD TRIMMING;4800;HORNSBY BEND;YARD TRIMMINGS;YT02;853484
2019-12-17;RECYCLING - SINGLE STREAM;16520;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS33;853727
2019-12-17;SWEEPING;4720;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853747
2019-12-17;RECYCLING - SINGLE STREAM;5740;TDS - MRF;RECYCLING - SINGLE STREAM;DT4;853682
2019-12-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S9-8;853759
2019-12-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-16;853764
2019-12-17;SWEEPING;;PARK CENTER;STREET CLEANING-RESIDENTIAL;S9-2;853756
2019-12-17;RECYCLING - SINGLE STREAM;6880;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU20;853671
2019-12-17;RECYCLING - SINGLE STREAM;10380;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU21;853673
2019-12-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S8-16;853763
2019-12-17;SWEEPING;7300;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853748
2019-12-17;RECYCLING - SINGLE STREAM;6260;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU21;853674
2019-12-17;RECYCLING - SINGLE STREAM;6480;TDS - MRF;RECYCLING - SINGLE STREAM;RTBU22;853678
2019-12-17;SWEEPING;;BURGER CENTER;STREET CLEANING-RESIDENTIAL;S8-17;853766
2019-12-17;GARBAGE COLLECTIONS;12560;TDS LANDFILL;GARBAGE COLLECTION;PT21;853623
2019-12-17;RECYCLING - SINGLE STREAM;6220;TDS - MRF;RECYCLING - SINGLE STREAM;DT2;853679
2019-12-17;SWEEPING;;TDS LANDFILL;STREET CLEANING-RESIDENTIAL;S9-2;853757
2019-12-17;RECYCLING - SINGLE STREAM;1680;BALCONES RECYCLING;INHOUSE - RECYCLING;IRT1;853688
2019-12-17;RECYCLING - SINGLE STREAM;10680;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS40;853705
2019-12-17;SWEEPING;7500;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853749
2019-12-17;BULK;1640;TDS LANDFILL;ON CALL BULK;OCPBU09;853712
2019-12-17;SWEEPING;;ON ROUTE HIGH DUMP;STREET CLEANING-RESIDENTIAL;S8-18;853760
2019-12-17;RECYCLING - SINGLE STREAM;10940;TDS - MRF;RECYCLING - SINGLE STREAM;RTBS35;853734
2019-12-17;SWEEPING;7860;TDS LANDFILL;SWEEPER DUMPSITES;DSS04;853752
2019-12-17;SWEEPING;;ONION CREEK;STREET CLEANING-RESIDENTIAL;S8-20;853768
2019-12-17;GARBAGE COLLECTIONS;12120;TDS LANDFILL;GARBAGE COLLECTION;PT19;854100
2019-12-17;GARBAGE COLLECTIONS;4660;TDS LANDFILL;GARBAGE COLLECTION;PT14;854098
2019-12-17;GARBAGE COLLECTIONS;14140;TDS LANDFILL;GARBAGE COLLECTION;PT11;854097
2019-12-17;GARBAGE COLLECTIONS;9500;TDS LANDFILL;GARBAGE COLLECTION;PT10;854096
2019-12-17;GARBAGE COLLECTIONS;13080;TDS LANDFILL;GARBAGE COLLECTION;PT23;854231
2019-12-17;GARBAGE COLLECTIONS;8200;TDS LANDFILL;GARBAGE COLLECTION;PT39;854761
2019-12-17;ORGANICS;8360;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBT00;857260
2019-12-16;GARBAGE COLLECTIONS;25120;TDS LANDFILL;GARBAGE COLLECTION;PAM03;853370
2019-12-16;SWEEPING;;GREAT NORTHERN;STREET CLEANING-RESIDENTIAL;S9-12;853434
2019-12-16;RECYCLING - SINGLE STREAM;10720;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU53;853466
2019-12-16;YARD TRIMMING;4040;ORGANICS BY GOSH;YARD TRIMMINGS-ORGANICS;OBM00;853347
2019-12-16;GARBAGE COLLECTIONS;13740;TDS LANDFILL;GARBAGE COLLECTION;PAM52;853406
2019-12-16;DEAD ANIMAL;20;TDS LANDFILL;DEAD ANIMAL;DA01;853426
2019-12-16;GARBAGE COLLECTIONS;25960;TDS LANDFILL;GARBAGE COLLECTION;PAM63;853287
2019-12-16;GARBAGE COLLECTIONS;16560;TDS LANDFILL;GARBAGE COLLECTION;PAM61;853285
2019-12-16;GARBAGE COLLECTIONS;13500;TDS LANDFILL;GARBAGE COLLECTION;PAM61;853284
2019-12-16;RECYCLING - SINGLE STREAM;10960;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU13;853298
2019-12-16;YARD TRIMMING;19700;HORNSBY BEND;YARD TRIMMINGS;YM03;853256
2019-12-16;GARBAGE COLLECTIONS;12260;TDS LANDFILL;GARBAGE COLLECTION;PM42;853251
2019-12-16;BRUSH;6920;HORNSBY BEND;BRUSH;BR14;853264
2019-12-16;GARBAGE COLLECTIONS;25800;TDS LANDFILL;GARBAGE COLLECTION;PAM70;853272
2019-12-16;GARBAGE COLLECTIONS;21980;TDS LANDFILL;GARBAGE COLLECTION;PM20;853303
2019-12-16;GARBAGE COLLECTIONS;17860;TDS LANDFILL;GARBAGE COLLECTION;PAM74;853279
2019-12-16;BRUSH;5460;HORNSBY BEND;BRUSH;BR14;853265
2019-12-16;RECYCLING - SINGLE STREAM;11200;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU11;853293
2019-12-16;BRUSH;6300;HORNSBY BEND;BRUSH;BR14;853267
2019-12-16;BRUSH;3660;HORNSBY BEND;BRUSH;BR14;853263
2019-12-16;GARBAGE COLLECTIONS;23640;TDS LANDFILL;GARBAGE COLLECTION;PAM60;853283
2019-12-16;RECYCLING - SINGLE STREAM;7440;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU10;853288
2019-12-16;RECYCLING - SINGLE STREAM;2300;TDS - MRF;RECYCLING - SINGLE STREAM;DM2;853259
2019-12-16;RECYCLING - SINGLE STREAM;10320;TDS - MRF;RECYCLING - SINGLE STREAM;RMBU13;853300
2019-12-16;GARBAGE COLLECTIONS;25320;TDS LANDFILL;GARBAGE COLLECTION;PAM72;853276
2019-12-16;GARBAGE COLLECTIONS;25860;TDS LANDFILL;GARBAGE COLLECTION;PM42;853250
2019-12-16;GARBAGE COLLECTIONS;19860;TDS LANDFILL;GARBAGE COLLECTION;PAM70;853273
2019-12-16;GARBAGE COLLECTIONS;25960;TDS LANDFILL;GARBAGE COLLECTION;PAM71;853274
2019-12-16;BRUSH;8920;HORNSBY BEND;BRUSH;BR14;853262
2019-12-16;GARBAGE COLLECTIONS;24240;TDS LANDFILL;GARBAGE COLLECTION;PAM64;853289
2019-12-16;RECYCLING - SINGLE STREAM;4280;TDS - MRF;RECYCLING DEAD END;DM5;853260
2019-12-16;GARBAGE COLLECTIONS;19060;TDS LANDFILL;GARBAGE COLLECTION;PM41;853249
